Date,Open,High,Low,Close,Adj Close,Volume
09-06-1981,0.138951,0.139509,0.138951,0.138951,0.108549,119593600
10-06-1981,0.140625,0.142299,0.140625,0.140625,0.109856,25222400
11-06-1981,0.146763,0.147321,0.146763,0.146763,0.114652,38976000
12-06-1981,0.145647,0.145647,0.145089,0.145089,0.113344,25804800
15-06-1981,0.145089,0.145089,0.144531,0.144531,0.112908,143763200
16-06-1981,0.142299,0.142299,0.141741,0.141741,0.110728,37251200
17-06-1981,0.140067,0.140067,0.139509,0.139509,0.108985,27574400
18-06-1981,0.139509,0.140067,0.138951,0.138951,0.108549,23049600
19-06-1981,0.135603,0.135603,0.135045,0.135045,0.105497,27507200
22-06-1981,0.13058,0.13058,0.130022,0.130022,0.101574,10841600
23-06-1981,0.132254,0.133371,0.132254,0.132254,0.103317,15030400
24-06-1981,0.130022,0.130022,0.128906,0.128906,0.100702,23027200
25-06-1981,0.131696,0.132254,0.131696,0.131696,0.102881,24259200
26-06-1981,0.131138,0.131138,0.130022,0.130022,0.101574,23788800
29-06-1981,0.126674,0.126674,0.125558,0.125558,0.098086,10595200
30-06-1981,0.116629,0.116629,0.116071,0.116071,0.090675,35907200
01-07-1981,0.115513,0.115513,0.114955,0.114955,0.089803,170464000
02-07-1981,0.114955,0.115513,0.114955,0.114955,0.089803,30284800
06-07-1981,0.112165,0.112165,0.111049,0.111049,0.086752,16531200
07-07-1981,0.112165,0.113281,0.112165,0.112165,0.087624,15836800
08-07-1981,0.116629,0.117188,0.116629,0.116629,0.091111,16620800
09-07-1981,0.108259,0.108259,0.107701,0.107701,0.084136,32883200
10-07-1981,0.099888,0.099888,0.09933,0.09933,0.077597,55171200
13-07-1981,0.101563,0.102121,0.101563,0.101563,0.079341,45740800
14-07-1981,0.106027,0.107143,0.106027,0.106027,0.082828,19779200
15-07-1981,0.108817,0.109375,0.108817,0.108817,0.085008,10953600
16-07-1981,0.111607,0.112723,0.111607,0.111607,0.087188,15232000
17-07-1981,0.115513,0.116071,0.115513,0.115513,0.090239,19824000
20-07-1981,0.108259,0.108259,0.107701,0.107701,0.084136,23654400
21-07-1981,0.107701,0.107701,0.107143,0.107143,0.0837,31942400
22-07-1981,0.102121,0.102121,0.101004,0.101004,0.078905,22668800
23-07-1981,0.103795,0.104353,0.103795,0.103795,0.081084,34451200
24-07-1981,0.107143,0.107701,0.107143,0.107143,0.0837,28851200
27-07-1981,0.111607,0.112165,0.111607,0.111607,0.087188,17337600
28-07-1981,0.108259,0.108259,0.107701,0.107701,0.084136,22848000
29-07-1981,0.106585,0.106585,0.106027,0.106027,0.082828,15500800
30-07-1981,0.109933,0.111049,0.109933,0.109933,0.08588,9900800
31-07-1981,0.111607,0.112165,0.111607,0.111607,0.087188,10953600
03-08-1981,0.111607,0.111607,0.110491,0.110491,0.086316,12432000
04-08-1981,0.112165,0.112723,0.112165,0.112165,0.087624,31673600
05-08-1981,0.115513,0.116071,0.115513,0.115513,0.090239,17494400
06-08-1981,0.113281,0.113281,0.112723,0.112723,0.088059,10528000
07-08-1981,0.112723,0.113281,0.112723,0.112723,0.088059,9206400
11-08-1981,0.110491,0.110491,0.109375,0.109375,0.085444,71456000
12-08-1981,0.107701,0.107701,0.107143,0.107143,0.0837,26275200
13-08-1981,0.104353,0.104353,0.103795,0.103795,0.081084,27484800
14-08-1981,0.103237,0.103237,0.102121,0.102121,0.079777,24192000
17-08-1981,0.099888,0.099888,0.098772,0.098772,0.077161,18905600
18-08-1981,0.097656,0.097656,0.09654,0.09654,0.075417,17001600
19-08-1981,0.09654,0.09654,0.095424,0.095424,0.074545,20675200
20-08-1981,0.09654,0.097098,0.09654,0.09654,0.075417,17113600
21-08-1981,0.09096,0.09096,0.089844,0.089844,0.070186,41910400
24-08-1981,0.084821,0.084821,0.084263,0.084263,0.065827,23072000
25-08-1981,0.086496,0.087054,0.086496,0.086496,0.06757,40700800
26-08-1981,0.085379,0.085379,0.084821,0.084821,0.066263,33600000
27-08-1981,0.085379,0.085938,0.085379,0.085379,0.066699,25916800
28-08-1981,0.089844,0.090402,0.089844,0.089844,0.070186,38035200
31-08-1981,0.089844,0.090402,0.089844,0.089844,0.070186,40947200
01-09-1981,0.095424,0.095982,0.095424,0.095424,0.074545,37027200
02-09-1981,0.097098,0.097656,0.097098,0.097098,0.075853,19376000
03-09-1981,0.093192,0.093192,0.092076,0.092076,0.07193,37475200
04-09-1981,0.091518,0.091518,0.09096,0.09096,0.071058,15254400
08-09-1981,0.088728,0.088728,0.08817,0.08817,0.068878,25446400
09-09-1981,0.08817,0.088728,0.08817,0.08817,0.068878,30531200
10-09-1981,0.088728,0.089286,0.088728,0.088728,0.069314,34809600
11-09-1981,0.08817,0.08817,0.087612,0.087612,0.068442,17539200
14-09-1981,0.085379,0.085379,0.084821,0.084821,0.066263,27686400
15-09-1981,0.083147,0.083147,0.082589,0.082589,0.064519,19510400
16-09-1981,0.081473,0.081473,0.080915,0.080915,0.063211,19353600
17-09-1981,0.079241,0.079241,0.078683,0.078683,0.061467,19376000
18-09-1981,0.079241,0.079799,0.079241,0.079241,0.061903,26320000
21-09-1981,0.079799,0.080357,0.079799,0.079799,0.062339,49033600
22-09-1981,0.075893,0.075893,0.075335,0.075335,0.058852,47420800
23-09-1981,0.074777,0.074777,0.073661,0.073661,0.057544,28201600
24-09-1981,0.073661,0.073661,0.073103,0.073103,0.057108,18300800
25-09-1981,0.064732,0.064732,0.063616,0.063616,0.049697,34608000
28-09-1981,0.064174,0.064732,0.064174,0.064174,0.050133,91728000
29-09-1981,0.067522,0.06808,0.067522,0.067522,0.052748,94684800
30-09-1981,0.06808,0.068638,0.06808,0.06808,0.053184,49996800
01-10-1981,0.06808,0.068638,0.06808,0.06808,0.053184,61129600
02-10-1981,0.073661,0.074219,0.073661,0.073661,0.057544,45046400
05-10-1981,0.075893,0.077009,0.075893,0.075893,0.059288,43097600
06-10-1981,0.075893,0.075893,0.075335,0.075335,0.058852,28358400
07-10-1981,0.079799,0.080915,0.079799,0.079799,0.062339,38841600
08-10-1981,0.082589,0.083147,0.082589,0.082589,0.064519,31091200
09-10-1981,0.083147,0.084263,0.083147,0.083147,0.064955,54521600
12-10-1981,0.085938,0.086496,0.085938,0.085938,0.067134,27350400
13-10-1981,0.085938,0.087054,0.085938,0.085938,0.067134,44195200
14-10-1981,0.081473,0.081473,0.080915,0.080915,0.063211,30979200
15-10-1981,0.082589,0.083147,0.082589,0.082589,0.064519,29433600
16-10-1981,0.082031,0.082031,0.081473,0.081473,0.063647,36467200
19-10-1981,0.083147,0.083705,0.083147,0.083147,0.064955,20585600
20-10-1981,0.087612,0.08817,0.087612,0.087612,0.068442,35728000
21-10-1981,0.087612,0.08817,0.087612,0.087612,0.068442,76899200
22-10-1981,0.087612,0.087612,0.087054,0.087054,0.068006,32278400
23-10-1981,0.085379,0.085379,0.084821,0.084821,0.066263,27910400
26-10-1981,0.084821,0.085379,0.084821,0.084821,0.066263,27283200
27-10-1981,0.086496,0.087612,0.086496,0.086496,0.06757,85590400
28-10-1981,0.089286,0.089844,0.089286,0.089286,0.06975,44172800
29-10-1981,0.088728,0.088728,0.08817,0.08817,0.068878,30486400
30-10-1981,0.089286,0.089844,0.089286,0.089286,0.06975,52729600
02-11-1981,0.089286,0.089844,0.089286,0.089286,0.06975,36915200
03-11-1981,0.088728,0.088728,0.08817,0.08817,0.068878,28380800
04-11-1981,0.086496,0.086496,0.085938,0.085938,0.067134,23811200
05-11-1981,0.080357,0.080357,0.079799,0.079799,0.062339,23363200
06-11-1981,0.080357,0.080915,0.080357,0.080357,0.062775,24595200
09-11-1981,0.081473,0.082031,0.081473,0.081473,0.063647,20384000
10-11-1981,0.082031,0.082589,0.082031,0.082031,0.064083,16755200
11-11-1981,0.084263,0.084821,0.084263,0.084263,0.065827,27440000
12-11-1981,0.087054,0.087612,0.087054,0.087054,0.068006,39916800
13-11-1981,0.081473,0.081473,0.080915,0.080915,0.063211,21011200
16-11-1981,0.080357,0.080357,0.079799,0.079799,0.062339,22556800
17-11-1981,0.081473,0.082031,0.081473,0.081473,0.063647,35414400
18-11-1981,0.084263,0.084821,0.084263,0.084263,0.065827,29142400
19-11-1981,0.084263,0.084821,0.084263,0.084263,0.065827,40006400
20-11-1981,0.084821,0.085379,0.084821,0.084821,0.066263,38102400
23-11-1981,0.082031,0.082031,0.080915,0.080915,0.063211,22960000
24-11-1981,0.080915,0.080915,0.080357,0.080357,0.062775,22153600
25-11-1981,0.082031,0.082589,0.082031,0.082031,0.064083,52550400
27-11-1981,0.084263,0.084821,0.084263,0.084263,0.065827,37251200
30-11-1981,0.083705,0.083705,0.083147,0.083147,0.064955,23968000
01-12-1981,0.083147,0.083705,0.083147,0.083147,0.064955,23385600
02-12-1981,0.083705,0.084263,0.083705,0.083705,0.065391,37564800
03-12-1981,0.083147,0.083147,0.082589,0.082589,0.064519,20428800
04-12-1981,0.084821,0.085379,0.084821,0.084821,0.066263,137155200
07-12-1981,0.085379,0.085938,0.085379,0.085379,0.066699,59292800
08-12-1981,0.084821,0.084821,0.083705,0.083705,0.065391,50624000
09-12-1981,0.084263,0.084821,0.084263,0.084263,0.065827,34272000
10-12-1981,0.084263,0.084821,0.084263,0.084263,0.065827,37408000
11-12-1981,0.084263,0.084821,0.083705,0.083705,0.065391,76092800
14-12-1981,0.082031,0.082031,0.080915,0.080915,0.063211,25244800
15-12-1981,0.083147,0.083705,0.083147,0.083147,0.064955,31315200
16-12-1981,0.087054,0.087612,0.087054,0.087054,0.068006,65452800
17-12-1981,0.094308,0.094866,0.094308,0.094308,0.073674,51452800
18-12-1981,0.102121,0.102679,0.102121,0.102121,0.079777,71724800
21-12-1981,0.098214,0.098214,0.097656,0.097656,0.076289,56403200
22-12-1981,0.09933,0.099888,0.09933,0.09933,0.077597,53827200
23-12-1981,0.097656,0.097656,0.097098,0.097098,0.075853,28896000
24-12-1981,0.097656,0.098214,0.097656,0.097656,0.076289,28918400
28-12-1981,0.094308,0.094308,0.093192,0.093192,0.072802,36579200
29-12-1981,0.094866,0.095982,0.094866,0.094866,0.074109,24236800
30-12-1981,0.098772,0.09933,0.098772,0.098772,0.077161,32188800
31-12-1981,0.098772,0.09933,0.098772,0.098772,0.077161,54656000
04-01-1982,0.098772,0.098772,0.098214,0.098214,0.076725,71254400
05-01-1982,0.094308,0.094308,0.093192,0.093192,0.072802,35840000
06-01-1982,0.092634,0.092634,0.092076,0.092076,0.07193,66080000
07-01-1982,0.085938,0.085938,0.084821,0.084821,0.066263,70044800
08-01-1982,0.088728,0.089286,0.088728,0.088728,0.069314,56604800
11-01-1982,0.083705,0.083705,0.083147,0.083147,0.064955,33331200
12-01-1982,0.080915,0.080915,0.080357,0.080357,0.062775,59920000
13-01-1982,0.080357,0.080357,0.079799,0.079799,0.062339,41753600
14-01-1982,0.083705,0.084263,0.083705,0.083705,0.065391,25715200
15-01-1982,0.089286,0.090402,0.089286,0.089286,0.06975,46704000
18-01-1982,0.09096,0.092076,0.09096,0.09096,0.071058,28000000
19-01-1982,0.089844,0.089844,0.088728,0.088728,0.069314,55507200
20-01-1982,0.090402,0.09096,0.090402,0.090402,0.070622,25827200
21-01-1982,0.092076,0.092634,0.092076,0.092076,0.07193,33331200
22-01-1982,0.092634,0.093192,0.092634,0.092634,0.072366,24259200
25-01-1982,0.090402,0.090402,0.089844,0.089844,0.070186,44710400
26-01-1982,0.087612,0.087612,0.086496,0.086496,0.06757,21212800
27-01-1982,0.087054,0.08817,0.087054,0.087054,0.068006,31360000
28-01-1982,0.089844,0.090402,0.089844,0.089844,0.070186,39603200
29-01-1982,0.09096,0.091518,0.09096,0.09096,0.071058,53155200
01-02-1982,0.09096,0.09096,0.089844,0.089844,0.070186,38528000
02-02-1982,0.090402,0.091518,0.090402,0.090402,0.070622,54275200
03-02-1982,0.090402,0.09096,0.090402,0.090402,0.070622,31472000
04-02-1982,0.088728,0.088728,0.08817,0.08817,0.068878,22041600
05-02-1982,0.08817,0.088728,0.08817,0.08817,0.068878,40297600
08-02-1982,0.083147,0.083147,0.082589,0.082589,0.064519,31696000
09-02-1982,0.082589,0.083147,0.082589,0.082589,0.064519,57904000
10-02-1982,0.083705,0.084263,0.083705,0.083705,0.065391,38796800
11-02-1982,0.083147,0.083147,0.082589,0.082589,0.064519,24528000
12-02-1982,0.083705,0.084263,0.083705,0.083705,0.065391,19644800
16-02-1982,0.082589,0.082589,0.082031,0.082031,0.064083,34316800
17-02-1982,0.083147,0.083705,0.083147,0.083147,0.064955,25580800
18-02-1982,0.084263,0.084821,0.084263,0.084263,0.065827,28380800
19-02-1982,0.084263,0.084263,0.083705,0.083705,0.065391,13596800
22-02-1982,0.083147,0.083147,0.082589,0.082589,0.064519,26633600
23-02-1982,0.082031,0.082031,0.081473,0.081473,0.063647,34540800
24-02-1982,0.082031,0.082589,0.082031,0.082031,0.064083,37945600
25-02-1982,0.082031,0.082031,0.081473,0.081473,0.063647,30800000
26-02-1982,0.081473,0.082031,0.081473,0.081473,0.063647,17427200
01-03-1982,0.082031,0.082589,0.082031,0.082031,0.064083,35302400
02-03-1982,0.082031,0.082589,0.082031,0.082031,0.064083,34809600
03-03-1982,0.082031,0.082589,0.082031,0.082031,0.064083,23654400
04-03-1982,0.080915,0.080915,0.080357,0.080357,0.062775,38371200
05-03-1982,0.074777,0.074777,0.074219,0.074219,0.05798,45315200
08-03-1982,0.073661,0.073661,0.073103,0.073103,0.057108,35145600
09-03-1982,0.073661,0.074219,0.073661,0.073661,0.057544,52505600
10-03-1982,0.073103,0.073103,0.072545,0.072545,0.056672,86934400
11-03-1982,0.072545,0.073661,0.072545,0.072545,0.056672,22579200
12-03-1982,0.068638,0.068638,0.06808,0.06808,0.053184,46547200
15-03-1982,0.06808,0.06808,0.067522,0.067522,0.052748,51363200
16-03-1982,0.066964,0.066964,0.066406,0.066406,0.051877,47152000
17-03-1982,0.063616,0.063616,0.063058,0.063058,0.049261,50489600
18-03-1982,0.06808,0.068638,0.06808,0.06808,0.053184,56336000
19-03-1982,0.074219,0.074777,0.074219,0.074219,0.05798,65811200
22-03-1982,0.079799,0.080357,0.079799,0.079799,0.062339,69193600
23-03-1982,0.079241,0.079241,0.078683,0.078683,0.061467,55955200
24-03-1982,0.074777,0.074777,0.074219,0.074219,0.05798,51609600
25-03-1982,0.074219,0.074219,0.073661,0.073661,0.057544,84112000
26-03-1982,0.073103,0.073103,0.072545,0.072545,0.056672,50780800
29-03-1982,0.074219,0.074777,0.074219,0.074219,0.05798,67603200
30-03-1982,0.075335,0.075893,0.075335,0.075335,0.058852,77952000
31-03-1982,0.075335,0.075893,0.075335,0.075335,0.058852,50153600
01-04-1982,0.079241,0.079799,0.079241,0.079241,0.061903,59136000
02-04-1982,0.079241,0.079799,0.079241,0.079241,0.061903,84806400
05-04-1982,0.079241,0.079799,0.079241,0.079241,0.061903,86643200
06-04-1982,0.079241,0.079241,0.078683,0.078683,0.061467,71590400
07-04-1982,0.078125,0.078125,0.077567,0.077567,0.060595,29097600
08-04-1982,0.078125,0.078683,0.078125,0.078125,0.061031,23990400
12-04-1982,0.078125,0.078683,0.077567,0.077567,0.060595,44307200
13-04-1982,0.071987,0.071987,0.071429,0.071429,0.0558,85299200
14-04-1982,0.071987,0.072545,0.071987,0.071987,0.056236,113590400
15-04-1982,0.073103,0.073661,0.073103,0.073103,0.057108,164281600
16-04-1982,0.075335,0.075893,0.075335,0.075335,0.058852,104048000
19-04-1982,0.074777,0.074777,0.073661,0.073661,0.057544,41283200
20-04-1982,0.070871,0.070871,0.070313,0.070313,0.054928,80550400
21-04-1982,0.070313,0.070313,0.069754,0.069754,0.054492,73024000
22-04-1982,0.069196,0.069196,0.068638,0.068638,0.05362,52595200
23-04-1982,0.068638,0.069196,0.068638,0.068638,0.05362,48294400
26-04-1982,0.070313,0.070871,0.070313,0.070313,0.054928,57926400
27-04-1982,0.068638,0.068638,0.06808,0.06808,0.053184,70268800
28-04-1982,0.065848,0.065848,0.06529,0.06529,0.051005,99232000
29-04-1982,0.06529,0.065848,0.06529,0.06529,0.051005,82230400
30-04-1982,0.065848,0.066406,0.065848,0.065848,0.051441,277401600
03-05-1982,0.06808,0.068638,0.06808,0.06808,0.053184,82700800
04-05-1982,0.070313,0.070871,0.070313,0.070313,0.054928,73987200
05-05-1982,0.070313,0.070313,0.069196,0.069196,0.054056,53939200
06-05-1982,0.071429,0.071987,0.071429,0.071429,0.0558,75465600
07-05-1982,0.072545,0.073103,0.072545,0.072545,0.056672,84716800
10-05-1982,0.071987,0.071987,0.071429,0.071429,0.0558,31606400
11-05-1982,0.069754,0.069754,0.069196,0.069196,0.054056,103017600
12-05-1982,0.06808,0.06808,0.067522,0.067522,0.052748,71008000
13-05-1982,0.06808,0.068638,0.06808,0.06808,0.053184,54454400
14-05-1982,0.066406,0.066406,0.06529,0.06529,0.051005,95737600
17-05-1982,0.064732,0.064732,0.064174,0.064174,0.050133,76204800
18-05-1982,0.063616,0.063616,0.063058,0.063058,0.049261,122035200
19-05-1982,0.063058,0.063058,0.0625,0.0625,0.048825,75286400
20-05-1982,0.063058,0.063616,0.063058,0.063058,0.049261,27619200
21-05-1982,0.063616,0.064174,0.063616,0.063616,0.049697,38841600
24-05-1982,0.064174,0.064732,0.064174,0.064174,0.050133,31987200
25-05-1982,0.064174,0.064732,0.064174,0.064174,0.050133,51564800
26-05-1982,0.064174,0.064174,0.063616,0.063616,0.049697,43276800
27-05-1982,0.063058,0.063058,0.0625,0.0625,0.048825,31248000
28-05-1982,0.0625,0.063058,0.0625,0.0625,0.048825,19196800
01-06-1982,0.061942,0.061942,0.061384,0.061384,0.047953,47600000
02-06-1982,0.0625,0.063058,0.0625,0.0625,0.048825,32905600
03-06-1982,0.061384,0.061384,0.060268,0.060268,0.047081,39760000
04-06-1982,0.059152,0.059152,0.058594,0.058594,0.045773,37676800
07-06-1982,0.058594,0.059152,0.058594,0.058594,0.045773,37161600
08-06-1982,0.058594,0.058594,0.058036,0.058036,0.045338,31404800
09-06-1982,0.057478,0.057478,0.05692,0.05692,0.044466,33846400
10-06-1982,0.057478,0.058036,0.057478,0.057478,0.044902,34406400
11-06-1982,0.05971,0.060268,0.05971,0.05971,0.046645,54633600
14-06-1982,0.05971,0.060268,0.05971,0.05971,0.046645,29993600
15-06-1982,0.05971,0.060268,0.05971,0.05971,0.046645,35212800
16-06-1982,0.05971,0.060268,0.05971,0.05971,0.046645,41731200
17-06-1982,0.059152,0.059152,0.058594,0.058594,0.045773,29164800
18-06-1982,0.058594,0.058594,0.057478,0.057478,0.044902,19868800
21-06-1982,0.057478,0.058036,0.057478,0.057478,0.044902,28537600
22-06-1982,0.05971,0.060826,0.05971,0.05971,0.046645,17561600
23-06-1982,0.061384,0.0625,0.061384,0.061384,0.047953,52752000
24-06-1982,0.061384,0.061942,0.061384,0.061384,0.047953,44150400
25-06-1982,0.05971,0.05971,0.059152,0.059152,0.046209,26678400
